cve_ent,cve_mun,cve_loc,nom_loc
16,103,0,Venustiano Carranza
16,103,1,San Pedro Cahro
16,103,3,Cumuatillo
16,103,7,La Palma (La Palma de Jesús)
16,103,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
16,104,0,Villamar
16,104,1,Villamar
16,104,12,Emiliano Zapata
16,104,18,Jaripo
16,104,28,El Platanal
16,104,34,San Antonio Guaracha
16,104,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
16,104,9999,Localidad no especificada
16,105,0,Vista Hermosa
16,105,1,Vista Hermosa de Negrete
16,105,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
16,106,0,Yurécuaro
16,106,1,Yurécuaro
16,106,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
16,107,0,Zacapu
16,107,1,Zacapu
16,107,7,Cantabria
16,107,22,San Antonio Tariácuri
16,107,25,Tiríndaro
16,107,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
16,107,9999,Localidad no especificada
16,108,0,Zamora
16,108,1,Zamora de Hidalgo
16,108,2,Aquiles Serdán (Santiaguillo)
16,108,3,Ario de Rayón (Ario Santa Mónica)
16,108,12,La Ladera
16,108,16,La Rinconada
16,108,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
16,108,9999,Localidad no especificada
16,109,0,Zináparo
16,109,1,Zináparo
16,109,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
16,110,0,Zinapécuaro
16,110,1,Zinapécuaro de Figueroa
16,110,48,Ucareo
16,110,49,Valle de Juárez (Jeráhuaro)
16,110,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
16,110,9999,Localidad no especificada
16,111,0,Ziracuaretiro
16,111,1,Ziracuaretiro
16,111,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
16,112,0,Zitácuaro
16,112,1,Heróica Zitácuaro
16,112,15,San Francisco Curungueo
16,112,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
16,112,9999,Localidad no especificada
16,113,0,José Sixto Verduzco
16,113,1,Pastor Ortiz
16,113,12,San José Huipana
16,113,18,Tres Mezquites
16,113,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
16,113,9999,Localidad no especificada
16,998,0,No aplica
16,999,0,Municipio no especificado
16,999,9999,Localidad no especificada
17,0,0,Morelos
17,1,0,Amacuzac
17,1,1,Amacuzac
17,1,5,Huajintlán
17,1,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,2,0,Atlatlahucan
17,2,1,Atlatlahucan
17,2,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,3,0,Axochiapan
17,3,1,Axochiapan
17,3,3,Atlacahualoya
17,3,9,Quebrantadero
17,3,11,Tlalayo
17,3,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,4,0,Ayala
17,4,1,Ciudad Ayala
17,4,4,Anenecuilco
17,4,5,San Pedro Apatlaco
17,4,8,Chinameca
17,4,14,Moyotepec
17,4,26,Tenextepango
17,4,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,5,0,Coatlán del Río
17,5,1,Coatlán del Río
17,5,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,6,0,Cuautla
17,6,1,Cuautla
17,6,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,6,9999,Localidad no especificada
17,7,0,Cuernavaca
17,7,1,Cuernavaca
17,7,80,Loma de los Amates (Loma de la Lagunilla)
17,7,100,Lomas de Ahuatepec
17,7,119,Santa María
17,7,125,Fraccionamiento Lomas de Ahuatlán
17,7,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,7,9999,Localidad no especificada
17,8,0,Emiliano Zapata
17,8,1,Emiliano Zapata
17,8,4,Tezoyuca
17,8,5,Tres de Mayo
17,8,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,8,9999,Localidad no especificada
17,9,0,Huitzilac
17,9,1,Huitzilac
17,9,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,10,0,Jantetelco
17,10,1,Jantetelco
17,10,2,Amayuca
17,10,42,Colonia Manuel Alarcón
17,10,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,11,0,Jiutepec
17,11,1,Jiutepec
17,11,9,Progreso
17,11,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,11,9999,Localidad no especificada
17,12,0,Jojutla
17,12,1,Jojutla
17,12,4,Higuerón
17,12,8,Pedro Amaro
17,12,11,Tehuixtla
17,12,13,Tlatenchi
17,12,18,Unidad Habitacional José María Morelos y Pavón
17,12,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,12,9999,Localidad no especificada
17,13,0,Jonacatepec de Leandro Valle
17,13,1,Jonacatepec de Leandro Valle
17,13,2,Amacuitlapilco
17,13,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,13,9999,Localidad no especificada
17,14,0,Mazatepec
17,14,1,Mazatepec
17,14,2,Cuauchichinola
17,14,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,14,9999,Localidad no especificada
17,15,0,Miacatlán
17,15,1,Miacatlán
17,15,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,16,0,Ocuituco
17,16,1,Ocuituco
17,16,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,17,0,Puente de Ixtla
17,17,1,Puente de Ixtla
17,17,2,Ahuehuetzingo
17,17,7,Tilzapotla
17,17,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,17,9999,Localidad no especificada
17,18,0,Temixco
17,18,1,Temixco
17,18,51,Campo el Rayo (Acatlipa)
17,18,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,19,0,Tepalcingo
17,19,1,Tepalcingo
17,19,2,Atotonilco
17,19,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,20,0,Tepoztlán
17,20,1,Tepoztlán
17,20,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,20,9999,Localidad no especificada
17,21,0,Tetecala
17,21,1,Tetecala
17,21,9999,Localidad no especificada
17,22,0,Tetela del Volcán
17,22,1,Tetela del Volcán
17,22,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,23,0,Tlalnepantla
17,23,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,24,0,Tlaltizapán de Zapata
17,24,1,Tlaltizapán
17,24,2,Acamilpa
17,24,5,Bonifacio García (Colonia Alejandra)
17,24,7,Huatecalco
17,24,10,Pueblo Nuevo
17,24,13,Santa Rosa Treinta
17,24,15,Temilpa Viejo
17,24,81,Colonia Palo Prieto (Chipitongo)
17,24,99,El Mirador
17,24,100,Otilio Montaño
17,24,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,25,0,Tlaquiltenango
17,25,1,Tlaquiltenango
17,25,23,Alfredo V. Bonfil (Chacampalco)
17,25,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,26,0,Tlayacapan
17,26,1,Tlayacapan
17,27,0,Totolapan
17,27,1,Totolapan
17,27,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,28,0,Xochitepec
17,28,1,Xochitepec
17,28,2,Alpuyeca
17,28,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,28,9999,Localidad no especificada
17,29,0,Yautepec
17,29,1,Yautepec de Zaragoza
17,29,24,La Joya
17,29,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,29,9999,Localidad no especificada
17,30,0,Yecapixtla
17,30,1,Yecapixtla
17,30,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,31,0,Zacatepec
17,31,1,Zacatepec de Hidalgo
17,31,2,San Nicolás Galeana
17,31,36,Colonia Plan de Ayala
17,31,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,32,0,Zacualpan de Amilpas
17,32,1,Zacualpan de Amilpas
17,32,6,Tlacotepec
17,32,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,33,0,Temoac
17,33,1,Temoac
17,33,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,34,0,Coatetelco
17,34,1,Coatetelco Centro
17,34,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,35,0,Xoxocotla
17,35,1,Xoxocotla Centro
17,35,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,36,0,Hueyapan
17,36,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
17,998,0,No aplica
17,999,0,Municipio no especificado
17,999,9999,Localidad no especificada
18,0,0,Nayarit
18,1,0,Acaponeta
18,1,1,Acaponeta
18,1,209,Crucero de Acaponeta
18,1,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,1,9999,Localidad no especificada
18,2,0,Ahuacatlán
18,2,1,Ahuacatlán
18,2,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,3,0,Amatlán de Cañas
18,3,1,Amatlán de Cañas
18,3,25,Estancia de los López
18,3,55,El Rosario
18,3,63,Tepuzhuacán
18,3,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,3,9999,Localidad no especificada
18,4,0,Compostela
18,4,1,Compostela
18,4,128,La Peñita de Jaltemba
18,4,186,Las Varas
18,4,191,Zacualpan
18,4,207,Estación Compostela
18,4,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,4,9999,Localidad no especificada
18,5,0,Huajicori
18,5,1,Huajicori
18,5,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,5,9999,Localidad no especificada
18,6,0,Ixtlán del Río
18,6,1,Ixtlán del Río
18,6,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,6,9999,Localidad no especificada
18,7,0,Jala
18,7,1,Jala
18,7,22,Jomulco
18,7,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,8,0,Xalisco
18,8,1,Xalisco
18,8,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,8,9999,Localidad no especificada
18,9,0,Del Nayar
18,9,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,10,0,Rosamorada
18,10,1,Rosamorada
18,10,10,Chilapa
18,10,22,Pericos
18,10,23,Pescadero
18,10,35,San Vicente
18,10,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,10,9999,Localidad no especificada
18,11,0,Ruíz
18,11,1,Ruiz
18,11,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,12,0,San Blas
18,12,1,San Blas
18,12,3,Aticama
18,12,4,Aután
18,12,19,Guadalupe Victoria
18,12,25,Jalcocotán
18,12,43,Santa Cruz de Miramar
18,12,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,12,9999,Localidad no especificada
18,13,0,San Pedro Lagunillas
18,13,1,San Pedro Lagunillas
18,13,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,14,0,Santa María del Oro
18,14,1,Santa María del Oro
18,14,22,Chapalilla
18,14,31,La Labor
18,14,42,San José de Mojarras
18,14,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,14,9999,Localidad no especificada
18,15,0,Santiago Ixcuintla
18,15,1,Santiago Ixcuintla
18,15,22,El Corte (El Tuchi)
18,15,52,La Presa
18,15,69,Sentispac
18,15,80,Villa Hidalgo
18,15,152,Crucero de Villa Hidalgo
18,15,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,15,9999,Localidad no especificada
18,16,0,Tecuala
18,16,1,Tecuala
18,16,47,San Felipe Aztatán
18,16,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,16,9999,Localidad no especificada
18,17,0,Tepic
18,17,1,Tepic
18,17,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,17,9999,Localidad no especificada
18,18,0,Tuxpan
18,18,1,Tuxpan
18,18,4,Coamiles
18,18,13,Peñas
18,18,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,18,9999,Localidad no especificada
18,19,0,La Yesca
18,19,1,La Yesca
18,19,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,19,9999,Localidad no especificada
18,20,0,Bahía de Banderas
18,20,1,Valle de Banderas
18,20,13,Bucerías
18,20,26,El Colomo
18,20,27,Cruz de Huanacaxtle
18,20,43,Las Jarretaderas
18,20,49,San Clemente de Lima
18,20,53,Mezcales
18,20,59,Nuevo Nayarit
18,20,69,El Porvenir
18,20,81,San Francisco
18,20,83,San José del Valle
18,20,84,San Juan de Abajo
18,20,88,San Vicente
18,20,92,Sayulita
18,20,106,Corral del Risco (Punta de Mita)
18,20,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
18,20,9999,Localidad no especificada
18,998,0,No aplica
18,999,0,Municipio no especificado
18,999,9999,Localidad no especificada
19,0,0,Nuevo León
19,1,0,Abasolo
19,1,1,Abasolo
19,2,0,Agualeguas
19,2,1,Agualeguas
19,2,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,2,9999,Localidad no especificada
19,3,0,Los Aldamas
19,3,1,Los Aldamas
19,3,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,4,0,Allende
19,4,1,Ciudad de Allende
19,4,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,4,9999,Localidad no especificada
19,5,0,Anáhuac
19,5,1,Anáhuac
19,5,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,6,0,Apodaca
19,6,1,Ciudad Apodaca
19,6,5,Agua Fría
19,6,78,Loma la Paz
19,6,133,Santa Rosa
19,6,403,Triana
19,6,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,6,9999,Localidad no especificada
19,7,0,Aramberri
19,7,1,Aramberri
19,7,8,La Ascención
19,7,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,8,0,Bustamante
19,8,1,Bustamante
19,8,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,9,0,Cadereyta Jiménez
19,9,1,Cadereyta Jiménez
19,9,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,9,9999,Localidad no especificada
19,10,0,El Carmen
19,10,1,Carmen
19,10,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,11,0,Cerralvo
19,11,1,Ciudad Cerralvo
19,12,0,Ciénega de Flores
19,12,1,Ciénega de Flores
19,12,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,12,9999,Localidad no especificada
19,13,0,China
19,13,1,China
19,13,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,13,9999,Localidad no especificada
19,14,0,Doctor Arroyo
19,14,1,Doctor Arroyo
19,14,2,Acuña
19,14,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,15,0,Doctor Coss
19,15,1,Doctor Coss
19,15,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,16,0,Doctor González
19,16,1,Doctor González
19,17,0,Galeana
19,17,1,Galeana
19,17,61,Navidad
19,17,77,Pablillo
19,17,90,Catarino Rodríguez (El Potosí)
19,17,142,San José de Raíces
19,17,153,San Rafael
19,17,167,Santa Rita (Santa Rita de Cordeladas)
19,17,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,18,0,García
19,18,1,García
19,18,4,La Candelaria
19,18,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,18,9999,Localidad no especificada
19,19,0,San Pedro Garza García
19,19,1,San Pedro Garza García
19,19,9999,Localidad no especificada
19,20,0,General Bravo
19,20,1,General Bravo
19,21,0,General Escobedo
19,21,1,Ciudad General Escobedo
19,21,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,21,9999,Localidad no especificada
19,22,0,General Terán
19,22,1,Ciudad General Terán
19,22,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,22,9999,Localidad no especificada
19,23,0,General Treviño
19,23,1,General Treviño
19,23,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,24,0,General Zaragoza
19,24,1,General Zaragoza
19,24,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,25,0,General Zuazua
19,25,1,General Zuazua
19,25,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,25,9999,Localidad no especificada
19,26,0,Guadalupe
19,26,1,Guadalupe
19,26,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,26,9999,Localidad no especificada
19,27,0,Los Herreras
19,27,1,Los Herreras
19,28,0,Higueras
19,28,1,Higueras
19,29,0,Hualahuises
19,29,1,Hualahuises
19,30,0,Iturbide
19,30,1,Iturbide
19,30,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,31,0,Juárez
19,31,1,Ciudad Benito Juárez
19,31,10,San Francisco (El Avispero)
19,31,45,Jardines de la Silla (Jardines)
19,31,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,31,9999,Localidad no especificada
19,32,0,Lampazos de Naranjo
19,32,1,Lampazos de Naranjo
19,32,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,32,9999,Localidad no especificada
19,33,0,Linares
19,33,1,Linares
19,33,1070,La Petaca
19,33,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,33,9999,Localidad no especificada
19,34,0,Marín
19,34,1,Marín
19,34,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,35,0,Melchor Ocampo
19,35,1,Melchor Ocampo
19,35,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,36,0,Mier y Noriega
19,36,1,Mier y Noriega
19,36,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,37,0,Mina
19,37,1,Mina
19,38,0,Montemorelos
19,38,1,Montemorelos
19,38,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,38,9999,Localidad no especificada
19,39,0,Monterrey
19,39,1,Monterrey
19,39,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,39,9999,Localidad no especificada
19,40,0,Parás
19,40,1,Parás
19,40,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,41,0,Pesquería
19,41,1,Pesquería
19,41,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,41,9999,Localidad no especificada
19,42,0,Los Ramones
19,42,1,Los Ramones
19,42,9999,Localidad no especificada
19,43,0,Rayones
19,43,1,Rayones
19,43,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,44,0,Sabinas Hidalgo
19,44,1,Ciudad Sabinas Hidalgo
19,44,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,44,9999,Localidad no especificada
19,45,0,Salinas Victoria
19,45,1,Salinas Victoria
19,45,9999,Localidad no especificada
19,46,0,San Nicolás de los Garza
19,46,1,San Nicolás de los Garza
19,47,0,Hidalgo
19,47,1,Hidalgo
19,47,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,47,9999,Localidad no especificada
19,48,0,Santa Catarina
19,48,1,Ciudad Santa Catarina
19,48,9999,Localidad no especificada
19,49,0,Santiago
19,49,1,Santiago
19,49,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,49,9999,Localidad no especificada
19,50,0,Vallecillo
19,50,1,Vallecillo
19,50,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
19,51,0,Villaldama
19,51,1,Ciudad de Villaldama
19,51,9999,Localidad no especificada
19,998,0,No aplica
19,999,0,Municipio no especificado
19,999,9999,Localidad no especificada
20,0,0,Oaxaca
20,1,0,Abejones
20,1,1,Abejones
20,2,0,Acatlán de Pérez Figueroa
20,2,1,Acatlán de Pérez Figueroa
20,2,17,Guadalupe de los Reyes
20,2,33,Tembladera del Castillo
20,2,37,Tetela
20,2,39,Vicente Camalote
20,2,119,Zona Urbana Ejidal
20,2,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,4,0,Asunción Cuyotepeji
20,4,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,5,0,Asunción Ixtaltepec
20,5,1,Asunción Ixtaltepec
20,5,2,Aguas Calientes la Mata
20,5,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,6,0,Asunción Nochixtlán
20,6,1,Asunción Nochixtlán
20,6,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,9,0,Ayotzintepec
20,9,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,10,0,El Barrio de la Soledad
20,10,1,El Barrio de la Soledad
20,10,8,Lagunas
20,10,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,11,0,Calihualá
20,11,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,12,0,Candelaria Loxicha
20,12,1,Candelaria Loxicha
20,12,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,13,0,Ciénega de Zimatlán
20,13,1,Ciénega de Zimatlán
20,13,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,14,0,Ciudad Ixtepec
20,14,1,Ciudad Ixtepec
20,14,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,15,0,Coatecas Altas
20,15,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,16,0,Coicoyán de las Flores
20,16,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,19,0,Concepción Pápalo
20,19,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,20,0,Constancia del Rosario
20,20,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,21,0,Cosolapa
20,21,1,Cosolapa
20,21,11,El Refugio Viejo
20,21,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,23,0,Cuilápam de Guerrero
20,23,1,Cuilápam de Guerrero
20,23,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,24,0,Cuyamecalco Villa de Zaragoza
20,24,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,25,0,Chahuites
20,25,1,Chahuites
20,26,0,Chalcatongo de Hidalgo
20,26,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,27,0,Chiquihuitlán de Benito Juárez
20,27,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,28,0,Heroica Ciudad de Ejutla de Crespo
20,28,1,Heroica Ciudad de Ejutla de Crespo
20,28,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,29,0,Eloxochitlán de Flores Magón
20,29,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,30,0,El Espinal
20,30,1,El Espinal
20,31,0,Tamazulápam del Espíritu Santo
20,31,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,32,0,Fresnillo de Trujano
20,32,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,33,0,Guadalupe Etla
20,33,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,35,0,Guelatao de Juárez
20,35,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,37,0,Mesones Hidalgo
20,37,1,Mesones Hidalgo
20,37,8,San José de las Flores
20,37,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,38,0,Villa Hidalgo
20,38,1,Villa Hidalgo
20,38,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,39,0,Heroica Ciudad de Huajuapan de León
20,39,1,Heroica Ciudad de Huajuapan de León
20,39,2,Acatlima
20,39,46,Santa Teresa
20,39,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,39,9999,Localidad no especificada
20,40,0,Huautepec
20,40,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,41,0,Huautla de Jiménez
20,41,1,Huautla de Jiménez
20,41,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,42,0,Ixtlán de Juárez
20,42,1,Ixtlán de Juárez
20,42,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,43,0,Juchitán de Zaragoza
20,43,1,Juchitán de Zaragoza
20,43,3,Chicapa de Castro
20,43,6,La Ventosa
20,43,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,43,9999,Localidad no especificada
20,44,0,Loma Bonita
20,44,1,Loma Bonita
20,44,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,45,0,Magdalena Apasco
20,45,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,47,0,Santa Magdalena Jicotlán
20,47,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,48,0,Magdalena Mixtepec
20,48,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,49,0,Magdalena Ocotlán
20,49,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,51,0,Magdalena Teitipac
20,51,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,52,0,Magdalena Tequisistlán
20,52,1,Magdalena Tequisistlán
20,52,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,54,0,Magdalena Zahuatlán
20,54,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,55,0,Mariscala de Juárez
20,55,1,Mariscala de Juárez
20,55,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,56,0,Mártires de Tacubaya
20,56,1,Mártires de Tacubaya
20,56,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,57,0,Matías Romero Avendaño
20,57,1,Matías Romero Avendaño
20,57,18,Palomares
20,57,26,Donají
20,57,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,58,0,Mazatlán Villa de Flores
20,58,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,59,0,Miahuatlán de Porfirio Díaz
20,59,1,Miahuatlán de Porfirio Díaz
20,59,18,Santa Catarina Roatina
20,59,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,61,0,Monjas
20,61,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,63,0,Nazareno Etla
20,63,1,Nazareno Etla
20,63,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,64,0,Nejapa de Madero
20,64,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,65,0,Ixpantepec Nieves
20,65,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,66,0,Santiago Niltepec
20,66,1,Santiago Niltepec
20,66,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,67,0,Oaxaca de Juárez
20,67,1,Oaxaca de Juárez
20,67,51,Viguera
20,67,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,67,9999,Localidad no especificada
20,68,0,Ocotlán de Morelos
20,68,1,Ocotlán de Morelos
20,68,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,70,0,Pinotepa de Don Luis
20,70,1,Pinotepa de Don Luis
20,70,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,71,0,Pluma Hidalgo
20,71,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,72,0,San José del Progreso
20,72,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,73,0,Putla Villa de Guerrero
20,73,1,Putla Villa de Guerrero
20,73,4,Asunción Atoyaquillo
20,73,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,75,0,Reforma de Pineda
20,75,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,76,0,La Reforma
20,76,1,La Reforma
20,76,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,77,0,Reyes Etla
20,77,1,Reyes Etla
20,77,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,79,0,Salina Cruz
20,79,1,Salina Cruz
20,79,3,Salinas del Marqués
20,79,7,Ensenada de la Ventosa
20,79,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,82,0,San Agustín Chayuco
20,82,6,Yucutaco
20,82,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,83,0,San Agustín de las Juntas
20,83,1,San Agustín de las Juntas
20,84,0,San Agustín Etla
20,84,1,San Agustín Etla
20,84,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,85,0,San Agustín Loxicha
20,85,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,87,0,San Agustín Yatareni
20,87,1,San Agustín Yatareni
20,88,0,San Andrés Cabecera Nueva
20,88,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
20,89,0,San Andrés Dinicuiti
20,89,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
